,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
1697,9995,33489.0,5.0,MPV,1560.0,Manual,2014.0,Citroen,C4
1698,4750,49000.0,5.0,MPV,1999.0,Manual,2010.0,Ford,S-Max
1699,1495,126000.0,5.0,MPV,1796.0,Manual,2008.0,Vauxhall,Zafira
1700,11199,52327.0,5.0,MPV,1560.0,Automatic,2017.0,Citroen,C4
1701,23790,8000.0,5.0,MPV,1598.0,Manual,2019.0,Vauxhall,Zafira
1702,5495,73000.0,5.0,MPV,1560.0,Manual,2015.0,Citroen,C3
1703,1250,31000.0,5.0,MPV,1749.0,Manual,2001.0,Citroen,Xsara
1704,10749,28539.0,5.0,MPV,1560.0,Manual,2016.0,Citroen,C4
1705,7948,89000.0,5.0,MPV,1999.0,Automatic,2010.0,Ford,S-Max
1706,7895,76906.0,5.0,MPV,1997.0,Manual,2012.0,Ford,S-Max
1707,6995,45644.0,5.0,MPV,1396.0,Manual,2014.0,Hyundai,IX20
1708,21900,113000.0,5.0,MPV,2143.0,Automatic,2015.0,Mercedes-Benz,V
1709,33995,15558.0,5.0,MPV,1968.0,Automatic,2017.0,Volkswagen,Caravelle
1710,11999,85000.0,5.0,MPV,3500.0,Automatic,2017.0,Nissan,Elgrand
1711,13499,53053.0,5.0,MPV,1997.0,Automatic,2015.0,Ford,Galaxy
